ensembl_transcript_id	chrom	start	end	gene_symbol
ENST00000484471	9	136839728	136839730	RABL6
ENST00000484475	7	105613712	105613714	ATXN7L1
ENST00000484477	10	44991103	44991105	RASSF4
ENST00000484479	X	86827768	86827770	DACH2
ENST00000484490	1	32216853	32216855	TMEM234
ENST00000484491	3	125232341	125232343	ZNF148
ENST00000484492	1	206599066	206599068	EIF2D
ENST00000484504	20	58899953	58899955	GNAS
ENST00000484508	7	123462800	123462802	IQUB
ENST00000484517	1	235552109	235552111	GNG4
ENST00000484524	7	151003286	151003288	NOS3
ENST00000484532	1	6181468	6181470	NA
ENST00000484535	3	58734554	58734556	CFAP20DC
ENST00000484547	7	66773794	66773796	RABGEF1
ENST00000484549	7	130440739	130440741	CEP41
ENST00000484551	6	30649949	30649951	C6orf136
ENST00000484552	5	96771677	96771679	CAST
ENST00000484556	6	30899197	30899199	DDR1
ENST00000484558	22	23766007	23766009	CHCHD10
ENST00000484566	6	31531106	31531108	DDX39B
ENST00000484585	3	8633914	8633916	SSUH2
ENST00000484589	7	40069344	40069346	CDK13
ENST00000484601	6	149772086	149772088	PCMT1
ENST00000484605	17	29253659	29253661	CRYBA1
ENST00000484614	X	107153479	107153481	NUP62CL
ENST00000484633	3	51958061	51958063	PCBP4
ENST00000484636	6	31934208	31934210	C2
ENST00000484640	14	76829141	76829143	LRRC74A
ENST00000484663	16	30116668	30116670	MAPK3
ENST00000484667	1	999059	999061	HES4
ENST00000484674	15	43873892	43873894	FRMD5
ENST00000484691	3	182913964	182913966	ATP11B
ENST00000484697	1	46408532	46408534	FAAH
ENST00000484714	3	113901039	113901041	GRAMD1C
ENST00000484722	15	76160122	76160124	TMEM266
ENST00000484726	9	16429927	16429929	BNC2
ENST00000484729	6	32662054	32662056	HLA-DQB1
ENST00000484731	14	64743701	64743703	PLEKHG3
ENST00000484733	14	30634849	30634851	SCFD1
ENST00000484743	15	59639132	59639134	GTF2A2
ENST00000484746	1	203739569	203739571	ATP2B4
ENST00000484747	7	149764500	149764502	ZNF467
ENST00000484758	1	223222192	223222194	SUSD4
ENST00000484764	9	35809938	35809940	SPAG8
ENST00000484769	16	23595582	23595584	NDUFAB1
ENST00000484784	2	233717793	233717795	UGT1A6
ENST00000484786	3	42202899	42202901	TRAK1
ENST00000484786	3	42202899	42202901	TRAK1
ENST00000484786	3	42202899	42202901	TRAK1
ENST00000484793	1	39102846	39102848	MACF1
ENST00000484800	10	13209308	13209310	MCM10
ENST00000484810	3	119675149	119675151	COX17
ENST00000484814	11	66287651	66287653	YIF1A
ENST00000484828	3	112116996	112116998	C3orf52
ENST00000484844	3	52788058	52788060	ITIH1
ENST00000484864	1	154323892	154323894	AQP10
ENST00000484866	3	179334420	179334422	ZNF639
ENST00000484868	1	43772072	43772074	ST3GAL3
ENST00000484873	1	223539496	223539498	CAPN8
ENST00000484875	20	47658362	47658364	SULF2
ENST00000484888	3	138495015	138495017	CEP70
ENST00000484888	3	138495015	138495017	CEP70
ENST00000484888	3	138495015	138495017	CEP70
ENST00000484893	20	25445989	25445991	GINS1
ENST00000484897	19	23828047	23828049	RPSA2
ENST00000484921	3	69101844	69101846	ARL6IP5
ENST00000484928	7	150804866	150804868	TMEM176A
ENST00000484937	1	62123046	62123048	PATJ
ENST00000484952	3	52214178	52214180	ALAS1
ENST00000484953	1	228141231	228141233	GUK1
ENST00000484955	3	158605200	158605202	MLF1
ENST00000484963	3	160357565	160357567	IFT80
ENST00000484971	22	38730702	38730704	GTPBP1
ENST00000484973	9	105546481	105546483	FSD1L
ENST00000484976	10	73152298	73152300	ECD
ENST00000484979	13	57666696	57666698	PCDH17
ENST00000484980	17	28547297	28547299	UNC119
ENST00000485002	1	3495941	3495943	MEGF6
ENST00000485005	14	50729692	50729694	NIN
ENST00000485022	2	233690559	233690561	UGT1A7
ENST00000485027	3	122457732	122457734	KPNA1
ENST00000485028	1	157678710	157678712	FCRL3
ENST00000485033	7	149734045	149734047	KRBA1
ENST00000485036	1	6462660	6462662	TNFRSF25
ENST00000485050	3	114085902	114085904	QTRT2
ENST00000485064	3	120601291	120601293	NDUFB4
ENST00000485070	7	128731111	128731113	GARIN1B
ENST00000485080	17	17812037	17812039	SREBF1
ENST00000485083	1	228141231	228141233	GUK1
ENST00000485087	X	71454174	71454176	TAF1
ENST00000485089	1	167431681	167431683	CD247
ENST00000485100	17	7202790	7202792	DLG4
ENST00000485110	10	133173970	133173972	KNDC1
ENST00000485114	1	174993605	174993607	RABGAP1L
ENST00000485118	1	155187253	155187255	MUC1
ENST00000485122	10	97436477	97436479	EXOSC1
ENST00000485128	19	36010580	36010582	ALKBH6
ENST00000485161	3	120706091	120706093	RABL3
ENST00000485169	17	50527291	50527293	MYCBPAP
ENST00000485186	1	211312375	211312377	RCOR3
ENST00000485198	3	132605101	132605103	ACAD11
ENST00000485199	3	179801828	179801830	PEX5L
ENST00000485209	1	184058165	184058167	TSEN15
ENST00000485211	6	29664707	29664709	MOG
ENST00000485222	15	84622669	84622671	ZSCAN2
ENST00000485230	3	113250929	113250931	BOC
ENST00000485248	2	30770412	30770414	CAPN13
ENST00000485249	1	43653678	43653680	KDM4A
ENST00000485254	1	172418315	172418317	DNM3
ENST00000485271	1	45330066	45330068	MUTYH
ENST00000485275	1	110947959	110947961	LRIF1
ENST00000485280	3	128813420	128813422	RAB7A
ENST00000485281	10	121782629	121782631	ATE1
ENST00000485287	X	52062029	52062031	MAGED4B
ENST00000485288	X	48511892	48511894	PORCN
ENST00000485300	7	22731571	22731573	IL6
ENST00000485303	3	111134213	111134215	NECTIN3
ENST00000485307	6	3283716	3283718	SLC22A23
ENST00000485317	1	110603283	110603285	KCNA2
ENST00000485323	6	11768335	11768337	ADTRP
ENST00000485330	3	113000917	113000919	GTPBP8
ENST00000485333	9	135503146	135503148	MRPS2
ENST00000485337	9	124899394	124899396	GOLGA1
ENST00000485348	2	1974742	1974744	MYT1L
ENST00000485356	3	52847502	52847504	STIMATE
ENST00000485357	21	42090421	42090423	UMODL1
ENST00000485358	22	19877105	19877107	TXNRD2
ENST00000485372	9	6014286	6014288	RANBP6
ENST00000485375	1	20317575	20317577	VWA5B1
ENST00000485376	X	150751078	150751080	MTMR1
ENST00000485377	X	53266965	53266967	IQSEC2
ENST00000485396	3	138295890	138295892	ARMC8
ENST00000485396	3	138295890	138295892	ARMC8
ENST00000485396	3	138295890	138295892	ARMC8
ENST00000485399	20	33660004	33660006	NECAB3
ENST00000485402	21	37088268	37088270	TTC3
ENST00000485403	19	45358860	45358862	ERCC2
ENST00000485419	3	159896772	159896774	IQCJ-SCHIP1
ENST00000485421	3	150438238	150438240	TSC22D2
ENST00000485435	9	133363464	133363466	SURF4
ENST00000485437	X	15289602	15289604	ASB11
ENST00000485444	3	69089813	69089815	ARL6IP5
ENST00000485460	3	58428034	58428036	PDHB
ENST00000485461	3	45520220	45520222	LARS2
ENST00000485477	7	130368595	130368597	CPA5
ENST00000485479	9	32988108	32988110	APTX
ENST00000485491	10	133263156	133263158	ADAM8
ENST00000485506	3	111275343	111275345	NECTIN3
ENST00000485508	6	29624020	29624022	GABBR1
ENST00000485511	6	43011284	43011286	PPP2R5D
ENST00000485523	3	179242904	179242906	KCNMB3
ENST00000485538	7	140335263	140335265	SLC37A3
ENST00000485545	7	74235575	74235577	RFC2
ENST00000485548	6	31724620	31724622	MPIG6B
ENST00000485554	7	100574252	100574254	LRCH4
ENST00000485560	10	37803938	37803940	ZNF248
ENST00000485568	8	41942781	41942783	KAT6A
ENST00000485592	7	151242735	151242737	SMARCD3
ENST00000485595	8	132798912	132798914	PHF20L1
ENST00000485596	15	85090820	85090822	PDE8A
ENST00000485614	7	105565549	105565551	EFCAB10
ENST00000485616	9	4625553	4625555	SPATA6L
ENST00000485634	6	167969933	167969935	AFDN
ENST00000485637	6	89618161	89618163	ANKRD6
ENST00000485638	1	83906506	83906508	TTLL7
ENST00000485641	X	47657207	47657209	UXT
ENST00000485649	21	45515658	45515660	SLC19A1
ENST00000485673	20	58910827	58910829	GNAS
ENST00000485678	1	43982916	43982918	B4GALT2
ENST00000485690	6	31943007	31943009	C2
ENST00000485703	3	129144115	129144117	ISY1
ENST00000485713	7	151076365	151076367	SLC4A2
ENST00000485727	3	123914779	123914781	CCDC14
ENST00000485729	6	26094409	26094411	HFE
ENST00000485743	11	5226556	5226558	HBB
ENST00000485766	3	142818432	142818434	PCOLCE2
ENST00000485769	1	164560165	164560167	PBX1
ENST00000485772	16	87981064	87981066	BANP
ENST00000485775	1	110039879	110039881	STRIP1
ENST00000485789	17	42022571	42022573	NKIRAS2
ENST00000485796	12	47795590	47795592	HDAC7
ENST00000485808	7	102467698	102467700	LRWD1
ENST00000485816	3	52813421	52813423	ITIH4
ENST00000485838	1	228146866	228146868	GUK1
ENST00000485839	1	201135663	201135665	TMEM9
ENST00000485839	1	201135663	201135665	TMEM9
ENST00000485846	7	107201429	107201431	HBP1
ENST00000485855	1	151044887	151044889	BNIPL
ENST00000485863	6	158059414	158059416	SYNJ2
ENST00000485866	3	125232341	125232343	ZNF148
ENST00000485866	3	125232341	125232343	ZNF148
ENST00000485876	19	54106900	54106902	NDUFA3
ENST00000485895	21	39422946	39422948	LCA5L
ENST00000485903	1	61455318	61455320	NFIA
ENST00000485908	X	49074803	49074805	WDR45
ENST00000485910	3	152459325	152459327	MBNL1
ENST00000485914	20	43570731	43570733	SGK2
ENST00000485920	7	6781341	6781343	RSPH10B2
ENST00000485923	3	150627132	150627134	SELENOT
ENST00000485928	1	33332340	33332342	PHC2
ENST00000485929	7	151052684	151052686	ASIC3
ENST00000485932	7	44050240	44050242	DBNL
ENST00000485938	13	76996136	76996138	CLN5
ENST00000485960	12	71923202	71923204	TBC1D15
ENST00000485964	1	167834642	167834644	ADCY10
ENST00000485972	7	151054009	151054011	CDK5
ENST00000485977	3	133757840	133757842	TF
ENST00000485982	1	155023571	155023573	DCST2
ENST00000486000	20	46710018	46710020	SLC2A10
ENST00000486012	1	233139841	233139843	PCNX2
ENST00000486039	20	17968245	17968247	SNX5
ENST00000486040	7	2238768	2238770	MRM2
ENST00000486042	3	170117133	170117135	PHC3
ENST00000486042	3	170117133	170117135	PHC3
ENST00000486046	1	27355380	27355382	MAP3K6
ENST00000486047	9	4627830	4627832	SPATA6L
ENST00000486050	19	50162750	50162752	IZUMO2
ENST00000486064	1	43992315	43992317	CCDC24
ENST00000486072	1	1626451	1626453	MIB2
ENST00000486074	10	59206795	59206797	PHYHIPL
ENST00000486081	3	51984151	51984153	ABHD14A-ACY1
ENST00000486082	1	27331021	27331023	TMEM222
ENST00000486085	2	54973156	54973158	RTN4
ENST00000486111	3	141952513	141952515	TFDP2
ENST00000486121	X	101400751	101400753	GLA
ENST00000486125	X	48598839	48598841	WDR13
ENST00000486134	19	40378171	40378173	PLD3
ENST00000486134	19	40378171	40378173	PLD3
ENST00000486134	19	40378171	40378173	PLD3
ENST00000486138	1	6820210	6820212	CAMTA1
ENST00000486145	3	58717588	58717590	CFAP20DC
ENST00000486149	6	30988192	30988194	MUC21
ENST00000486160	9	128254712	128254714	DNM1
ENST00000486161	9	8317874	8317876	PTPRD
ENST00000486164	9	137803277	137803279	EHMT1
ENST00000486165	20	45848601	45848603	ACOT8
ENST00000486180	7	105567454	105567456	EFCAB10
ENST00000486199	8	132807746	132807748	PHF20L1
ENST00000486207	11	14967695	14967697	CALCA
ENST00000486211	3	142423627	142423629	XRN1
ENST00000486215	1	86386845	86386847	ODF2L
ENST00000486217	19	49115467	49115469	LIN7B
ENST00000486220	1	174957903	174957905	RABGAP1L
ENST00000486221	9	65694923	65694925	ZNG1E
ENST00000486226	3	183090966	183090968	MCCC1
ENST00000486229	1	21466113	21466115	NBPF3
ENST00000486238	1	19219633	19219635	EMC1
ENST00000486249	3	98772846	98772848	ST3GAL6
ENST00000486257	3	114308129	114308131	TIGIT
ENST00000486270	1	46344851	46344853	NSUN4
ENST00000486280	11	205302	205304	BET1L
ENST00000486284	3	7686425	7686427	GRM7
ENST00000486293	2	102843573	102843575	TMEM182
ENST00000486299	1	161161213	161161215	USP21
ENST00000486304	17	41828715	41828717	NT5C3B
ENST00000486310	3	57584001	57584003	ARF4
ENST00000486313	7	92110165	92110167	AKAP9
ENST00000486319	7	102541539	102541541	POLR2J3
ENST00000486333	7	144185835	144185837	CTAGE4
ENST00000486337	X	49074803	49074805	WDR45
ENST00000486347	X	134772139	134772141	PABIR2
ENST00000486349	10	60138643	60138645	ANK3
ENST00000486353	X	111689181	111689183	ALG13
ENST00000486355	3	180985971	180985973	DNAJC19
ENST00000486371	7	149239929	149239931	ZNF212
ENST00000486379	1	1196446	1196448	TTLL10
ENST00000486387	9	41171920	41171922	ZNG1F
ENST00000486389	19	36010580	36010582	ALKBH6
ENST00000486393	3	52291852	52291854	GLYCTK
ENST00000486396	1	2521302	2521304	PANK4
ENST00000486402	X	41660385	41660387	CASK
ENST00000486417	9	72816209	72816210	TMC1
ENST00000486417	9	72817085	72817085	TMC1
ENST00000486418	3	119513660	119513662	TIMMDC1
ENST00000486428	6	99544222	99544224	CCNC
ENST00000486433	12	56475129	56475131	GLS2
ENST00000486435	3	155804067	155804069	C3orf33
ENST00000486437	11	62830509	62830511	STX5
ENST00000486442	2	23706662	23706664	KLHL29
ENST00000486443	6	41067335	41067337	OARD1
ENST00000486455	3	58192687	58192689	DNASE1L3
ENST00000486459	3	142170209	142170211	GK5
ENST00000486459	3	142170209	142170211	GK5
ENST00000486459	3	142170209	142170211	GK5
ENST00000486460	3	112013549	112013551	TAGLN3
ENST00000486461	X	70287082	70287084	PDZD11
ENST00000486464	13	44539849	44539851	TSC22D1
ENST00000486475	20	32071719	32071721	HCK
ENST00000486479	X	24310862	24310864	SUPT20HL2
ENST00000486483	3	156705129	156705131	TIPARP
ENST00000486483	3	156705129	156705131	TIPARP
ENST00000486483	3	156705129	156705131	TIPARP
ENST00000486487	3	138064433	138064435	DZIP1L
ENST00000486504	1	43993941	43993943	CCDC24
ENST00000486519	21	43100609	43100611	U2AF1
ENST00000486556	16	67154649	67154651	TRADD
ENST00000486558	X	40598975	40598977	ATP6AP2
ENST00000486562	3	94053261	94053263	ARL13B
ENST00000486585	6	149765750	149765752	PCMT1
ENST00000486588	1	11292142	11292144	UBIAD1
ENST00000486593	X	120439154	120439156	LAMP2
ENST00000486602	22	49903708	49903710	ALG12
ENST00000486602	22	49903708	49903710	ALG12
ENST00000486603	7	97022149	97022151	DLX5
ENST00000486604	X	120571969	120571971	CUL4B
ENST00000486606	3	119675149	119675151	COX17
ENST00000486607	3	119479941	119479943	POGLUT1
ENST00000486637	1	37683123	37683125	C1orf109
ENST00000486645	16	80980808	80980810	CMC2
ENST00000486652	1	224424648	224424650	WDR26
ENST00000486655	17	15986848	15986850	ZSWIM7
ENST00000486659	3	52833324	52833326	MUSTN1
ENST00000486668	1	228146876	228146878	GUK1
ENST00000486678	2	109574750	109574752	SEPTIN10
ENST00000486685	7	129167872	129167874	TSPAN33
ENST00000486689	10	72097443	72097445	ASCC1
ENST00000486690	11	18400846	18400848	LDHA
ENST00000486699	1	45013704	45013706	UROD
ENST00000486700	2	127651753	127651755	GPR17
ENST00000486706	17	15993772	15993774	ZSWIM7
ENST00000486707	1	151762468	151762470	MRPL9
ENST00000486713	5	179796024	179796026	LTC4S
ENST00000486713	5	179796024	179796026	LTC4S
ENST00000486714	7	150370818	150370820	REPIN1
ENST00000486715	3	158691465	158691467	GFM1
ENST00000486723	3	112837987	112837989	CD200R1L
ENST00000486725	3	134175985	134175987	RYK
ENST00000486742	19	54307413	54307415	LILRA5
ENST00000486759	18	24156981	24156983	CABYR
ENST00000486770	3	100750495	100750497	ABI3BP
ENST00000486773	1	154470341	154470343	SHE
ENST00000486775	20	1473860	1473862	SIRPB2
ENST00000486777	2	73075521	73075523	RAB11FIP5
ENST00000486791	X	1303968	1303970	CSF2RA
ENST00000486794	3	53868719	53868721	ACTR8
ENST00000486806	13	113034056	113034058	MCF2L
ENST00000486811	3	62370083	62370085	FEZF2
ENST00000486814	X	102717384	102717386	GPRASP2
ENST00000486825	1	39857402	39857404	TRIT1
ENST00000486827	17	58692800	58692802	RAD51C
ENST00000486828	5	177490028	177490030	PDLIM7
ENST00000486829	3	56898572	56898574	ARHGEF3
ENST00000486850	2	170829663	170829665	GAD1
ENST00000486858	3	133828788	133828790	RAB6B
ENST00000486862	10	13116438	13116440	OPTN
ENST00000486867	11	64765906	64765908	SF1
ENST00000486878	2	165310619	165310621	SCN2A
ENST00000486879	1	230920423	230920425	TTC13
ENST00000486896	12	56478047	56478049	GLS2
ENST00000486897	1	33332340	33332342	PHC2
ENST00000486903	20	13859414	13859416	SEL1L2
ENST00000486909	1	43451339	43451341	HYI
ENST00000486909	1	43451339	43451341	HYI
ENST00000486911	9	71947111	71947112	C9orf85
ENST00000486911	9	71983017	71983017	C9orf85
ENST00000486921	1	215169310	215169312	KCNK2
ENST00000486936	6	43525910	43525912	XPO5
ENST00000486940	13	45529801	45529803	COG3
ENST00000486942	1	51787787	51787789	OSBPL9
ENST00000486943	X	49209127	49209129	CACNA1F
ENST00000486944	3	179240022	179240024	KCNMB3
ENST00000486950	14	50792499	50792501	NIN
ENST00000486971	3	88156172	88156174	C3orf38
ENST00000486975	3	170708148	170708150	NA
ENST00000486979	3	105571937	105571939	ALCAM
ENST00000486995	5	72320605	72320607	PTCD2
ENST00000486996	20	31861403	31861405	DUSP15
ENST00000487007	3	32454252	32454254	CMTM7
ENST00000487026	20	63738478	63738480	LIME1
ENST00000487029	2	69904306	69904308	SNRNP27
ENST00000487038	1	13615909	13615911	PDPN
ENST00000487038	1	13615909	13615911	PDPN
ENST00000487038	1	13615909	13615911	PDPN
ENST00000487042	2	63857592	63857594	UGP2
ENST00000487046	1	16015580	16015582	HSPB7
ENST00000487053	1	1629493	1629495	MIB2
ENST00000487065	3	136568798	136568800	STAG1
ENST00000487068	3	52746877	52746879	NEK4
ENST00000487078	2	27069619	27069621	AGBL5
ENST00000487081	X	46471183	46471185	KRBOX4
ENST00000487082	2	178432097	178432099	PRKRA
ENST00000487087	3	99833235	99833237	FILIP1L
ENST00000487087	3	99833235	99833237	FILIP1L
ENST00000487087	3	99833235	99833237	FILIP1L
ENST00000487088	9	5787144	5787146	ERMP1
ENST00000487099	9	124522705	124522707	NR6A1
ENST00000487101	17	18877746	18877748	PRPSAP2
ENST00000487109	9	137016574	137016575	ABCA2
ENST00000487109	9	137016471	137016471	ABCA2
ENST00000487113	21	32793762	32793764	C21orf62
ENST00000487116	1	201996162	201996164	RNPEP
ENST00000487126	10	73425903	73425905	MSS51
ENST00000487132	10	35211801	35211803	CREM
ENST00000487136	1	63371107	63371109	ALG6
ENST00000487137	14	23047980	23047982	CDH24
ENST00000487141	X	111689181	111689183	ALG13
ENST00000487146	1	110346352	110346354	RBM15
ENST00000487150	2	109905889	109905891	LIMS3
ENST00000487153	3	150544415	150544417	SERP1
ENST00000487159	3	42223735	42223737	TRAK1
ENST00000487173	9	26907826	26907828	PLAA
ENST00000487179	7	144266917	144266919	CTAGE8
ENST00000487184	4	185624420	185624422	SORBS2
ENST00000487193	1	46663897	46663899	ATPAF1
ENST00000487199	3	141916406	141916408	ATP1B3
ENST00000487200	3	33602830	33602832	CLASP2
ENST00000487205	20	45841838	45841840	ACOT8
ENST00000487210	20	8802152	8802154	PLCB1
ENST00000487220	15	40955772	40955774	CHAC1
ENST00000487251	6	53897313	53897315	LRRC1
ENST00000487253	13	110644150	110644152	CARS2
ENST00000487256	3	49798766	49798768	CDHR4
ENST00000487257	3	57559418	57559420	PDE12
ENST00000487270	14	68594601	68594603	RAD51B
ENST00000487273	8	39103698	39103700	ADAM9
ENST00000487276	1	216506939	216506941	ESRRG
ENST00000487279	12	6551482	6551484	IFFO1
ENST00000487285	14	59474515	59474517	L3HYPDH
ENST00000487289	1	33020098	33020100	AK2
ENST00000487292	15	41837154	41837156	JMJD7-PLA2G4B
ENST00000487323	6	47018552	47018554	ADGRF1
ENST00000487335	10	14553374	14553376	FAM107B
ENST00000487338	1	246945797	246945799	ZNF695
ENST00000487349	3	57276550	57276552	ASB14
ENST00000487361	7	128817857	128817859	CCDC136
ENST00000487366	1	43451428	43451428	HYI
ENST00000487366	1	43451310	43451311	HYI
ENST00000487372	3	112141272	112141274	SLC9C1
ENST00000487389	3	146516045	146516047	PLSCR1
ENST00000487393	2	203872773	203872775	CTLA4
ENST00000487416	19	16647246	16647248	SMIM7
ENST00000487418	15	40418261	40418263	IVD
ENST00000487424	3	139538736	139538738	RBP1
ENST00000487429	6	43058151	43058153	MRPL2
ENST00000487430	1	153561439	153561441	S100A2
ENST00000487437	1	6419061	6419063	HES2
ENST00000487447	7	74403846	74403848	CLIP2
ENST00000487468	9	121989748	121989750	TTLL11
ENST00000487473	3	127692198	127692200	MGLL
ENST00000487473	3	127692198	127692200	MGLL
ENST00000487473	3	127692198	127692200	MGLL
ENST00000487476	17	31219131	31219133	NF1
ENST00000487495	3	49097186	49097188	QARS1
ENST00000487505	3	100748529	100748531	TFG
ENST00000487507	1	66690373	66690375	SGIP1
ENST00000487519	10	58395072	58395074	TFAM
ENST00000487522	3	170893360	170893362	EIF5A2
ENST00000487525	17	58703196	58703196	RAD51C
ENST00000487525	17	58695188	58695189	RAD51C
ENST00000487540	1	36467980	36467982	CSF3R
ENST00000487543	1	48411582	48411584	SPATA6
ENST00000487553	3	33498631	33498633	CLASP2
ENST00000487559	1	8015367	8015369	ERRFI1
ENST00000487561	6	10910173	10910175	SYCP2L
ENST00000487562	1	147652612	147652614	ACP6
ENST00000487577	22	50525770	50525772	TYMP
